mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/4	1	1	g.i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	1.25	0.0
2	2	0	0	3/4	1	1	iv		g	i		iv	iv							m	1	1	0, -3, 1		0	0	1	2	0.3333333333333333	0.125	0.625	0.16666666666666666
3	3	0	0	3/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.25	0.0
3	3	1/4	1/4	3/4	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.625	0.0
3	3	1/2	1/2	3/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.375	0.0
4	4	0	0	3/4	1	1	VI		g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	2	5	0.2857142857142857	0.25	1.0	0.2
4	4	5/8	5/8	3/4	1	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	0	2	0.0	0.0	0.25	0.0
5	5	0	0	3/4	1	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
5	5	1/4	1/4	3/4	1	1	V65		g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	2	0.0	0.0	0.625	0.0
5	5	1/2	1/2	3/4	1	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.375	0.0
6	6	0	0	3/4	1	1	i6(11#72)		g	i		i6(11#72)	i		6	11#72				m	1	1	-2, 2, 3, 6	0	1	-2	0	3	0.0	0.0	0.5	0.0
6	6	1/4	1/4	3/4	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.75	0.0
6	6	5/8	5/8	3/4	1	1	iv		g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	0.25	0.0
7	7	0	0	3/4	1	1	ii%7		g	i		ii%7	ii	%	7					%7	1	1	3, 0, -3, 1		3	3	0	3	0.0	0.0	0.5	0.0
7	7	1/4	1/4	3/4	1	1	V43		g	i		V43	V		43					Mm7	1	1	3, 0, 2, 6		2	3	2	3	0.4	0.1875	0.8125	0.1875
8	8	0	0	3/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
8	8	1/4	1/4	3/4	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	0.625	0.0
8	8	1/2	1/2	3/4	1	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.375	0.0
9	9	0	0	3/4	1	1	VIM7		g	i		VIM7	VI	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	0	3	0.0	0.0	0.5	0.0
9	9	1/4	1/4	3/4	1	1	iv6		g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.75	0.0
9	9	5/8	5/8	3/4	1	1	VII		g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
10	10	0	0	3/4	1	1	v7		g	i		v7	v		7					mm7	1	1	2, -1, 3, 0		2	2	0	2	0.0	0.0	0.5	0.0
10	10	1/4	1/4	3/4	1	1	III6		g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	0	2	0.0	0.0	0.75	0.0
10	10	5/8	5/8	3/4	1	1	VI		g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
11	11	0	0	3/4	1	1	ii7		g	i		ii7	ii		7					mm7	1	1	3, 0, 4, 1		3	3	2	1	0.6666666666666666	0.375	0.125	0.75
11	11	1/4	1/4	3/4	1	1	ii%65		g	i		ii%65	ii	%	65					%7	1	1	0, -3, 1, 3		3	0	1	5	0.16666666666666666	0.125	0.875	0.125
12	12	0	0	3/4	1	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	0.5	0.0
12	12	1/4	1/4	3/4	1	1	V65		g	i		V65	V		65					Mm7	1	1	6, 3, 0, 2		2	6	0	1	0.0	0.0	0.25	0.0
12	12	1/2	1/2	3/4	1	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.5	0.0
13	13	0	0	3/4	1	1	i6		g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	3	3	0.5	0.5	0.5	0.5
13	13	1/2	1/2	3/4	1	1	V7		g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	2	0.3333333333333333	0.125	0.375	0.25
