mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	4	4/4	5/8	3/8			1			firstMeasure	2
2	1	4	4/4	1	0							3
3	2	4	4/4	1	0							4
4	3	4	4/4	1	0							5
5	4	4	4/4	1	0							6
6	5	4	4/4	1	0							7
7	6	4	4/4	1	0							8
8	7	4	4/4	1	0							9
9	8	4	4/4	1	0							10
10	9	4	4/4	1	0							11
11	10	4	4/4	1	0							12
12	11	4	4/4	1	0							13
13	12	4	4/4	1	0							14
14	13	4	4/4	1	0							15
15	14	4	4/4	3/8	0						end	1, 16
16	14	4	4/4	5/8	3/8			1			start	17
17	15	4	4/4	1	0							18
18	16	4	4/4	1	0							19
19	17	4	4/4	1	0							20
20	18	4	4/4	1	0							21
21	19	4	4/4	1	0							22
22	20	4	4/4	1	0							23
23	21	4	4/4	1	0							24
24	22	4	4/4	1	0							25
25	23	4	4/4	1	0							26
26	24	4	4/4	1	0							27
27	25	4	4/4	1	0							28
28	26	4	4/4	1	0							29
29	27	4	4/4	1	0							30
30	28	4	4/4	1	0							31
31	29	4	4/4	1	0							32
32	30	4	4/4	1	0							33
33	31	4	4/4	1	0							34
34	32	4	4/4	1	0							35
35	33	4	4/4	1	0							36
36	34	4	4/4	1	0							37
37	35	4	4/4	3/8	0						end	16, -1
