mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	3	6/8	3/8	3/8			1			firstMeasure	2
2	1	3	6/8	3/4	0							3
3	2	3	6/8	3/4	0							4
4	3	3	6/8	3/4	0							5
5	4	3	6/8	3/4	0							6
6	5	3	6/8	3/4	0							7
7	6	3	6/8	3/4	0							8
8	7	3	6/8	3/4	0							9
9	8	3	6/8	3/8	0						end	1, 10
10	8	3	6/8	3/8	3/8			1			start	11
11	8	3	6/8	3/4	0			1				12
12	9	3	6/8	3/4	0							13
13	10	3	6/8	3/4	0							14
14	11	3	6/8	3/4	0							15
15	12	3	6/8	3/4	0							16
16	13	3	6/8	3/4	0							17
17	14	3	6/8	3/4	0							18
18	15	3	6/8	3/8	0						end	10, 19
19	15	0	6/8	3/8	3/8			1			start	20
20	16	0	6/8	3/4	0							21
21	17	0	6/8	3/4	0							22
22	18	0	6/8	3/4	0							23
23	19	0	6/8	3/8	0						end	19, 24
24	19	0	6/8	3/8	3/8			1			start	25
25	20	0	6/8	3/4	0							26
26	21	0	6/8	3/4	0							27
27	22	0	6/8	3/4	0							28
28	23	0	6/8	3/4	0							29
29	24	0	6/8	3/4	0							30
30	25	0	6/8	3/4	0							31
31	26	0	6/8	3/4	0							32
32	27	0	6/8	3/8	0						end	24, -1
