mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	1	6/4	3/4	3/4			1			firstMeasure	2
2	1	1	6/4	3/2	0							3
3	2	1	6/4	3/2	0							4
4	3	1	6/4	3/2	0							5
5	4	1	6/4	3/2	0							6
6	5	1	6/4	3/2	0					line		7
7	6	1	6/4	3/2	0							8
8	7	1	6/4	3/2	0							9
9	8	1	6/4	3/2	0							10
10	9	1	6/4	3/2	0							11
11	10	1	6/4	3/2	0							12
12	11	1	6/4	3/4	0						end	1, 13
13	11	1	6/4	3/4	3/4			1			start	14
14	12	1	6/4	3/2	0					line		15
15	13	1	6/4	3/2	0							16
16	14	1	6/4	3/2	0							17
17	15	1	6/4	3/2	0							18
18	16	1	6/4	3/2	0							19
19	17	1	6/4	3/2	0							20
20	18	1	6/4	3/2	0					line		21
21	19	1	6/4	3/2	0							22
22	20	1	6/4	3/2	0							23
23	21	1	6/4	3/2	0							24
24	22	1	6/4	3/2	0							25
25	23	1	6/4	3/2	0							26
26	24	1	6/4	3/2	0					line		27
27	25	1	6/4	3/2	0							28
28	26	1	6/4	3/2	0							29
29	27	1	6/4	3/2	0							30
30	28	1	6/4	3/2	0							31
31	29	1	6/4	3/2	0							32
32	30	1	6/4	3/2	0					line		33
33	31	1	6/4	3/2	0							34
34	32	1	6/4	3/4	0						end	13, -1
