mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1/2	4.0	1/8	1/8	6/8	1	1	b.i	b	i		i	i							m	1	1	0, -3, 1		0	0
2	2	9/2	1.0	3/8	3/8	6/8	1	1	ii%65	b	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
2	2	11/2	0.5	5/8	5/8	6/8	1	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
3	3	6	1.5	0	0	6/8	1	1	i\\	b	i		i	i						\\	m	1	1	0, -3, 1		0	0
3	3	15/2	1.5	3/8	3/8	6/8	1	1	V6	b	i		V6	V		6					M	1	1	5, 2, 1		1	5
4	4	9	0.5	0	0	6/8	1	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
4	4	19/2	1.0	1/8	1/8	6/8	1	1	v	b	i		v	v							m	1	1	1, -2, 2		1	1
4	4	21/2	1.0	3/8	3/8	6/8	1	1	v.ii%65	b	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
4	4	23/2	0.5	5/8	5/8	6/8	1	1	V	b	v		V	V							M	1	1	1, 5, 2		1	1
5	5	12	0.5	0	0	6/8	1	1	I\\	b	v		I	I						\\	M	1	1	0, 4, 1		0	0
5	5	25/2	1.0	1/8	1/8	6/8	1	1	i	b	v		i	i							m	1	1	0, -3, 1		0	0
5	5	27/2	0.5	3/8	3/8	6/8	1	1	i.iv(9)	b	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
5	5	14	1.0	1/2	1/2	6/8	1	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	15	1.5	0	0	6/8	1	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
6	6	33/2	0.5	3/8	3/8	6/8	1	1	v2	b	i		v2	v		2					mm7	1	1	-1, 1, -2, 2		1	-1
6	6	17	1.0	1/2	1/2	6/8	1	1	v6	b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
7	7	18	0.5	0	0	6/8	1	1	iv6(2)	b	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
7	7	37/2	1.0	1/8	1/8	6/8	1	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
7	7	39/2	0.5	3/8	3/8	6/8	1	1	III6(2)	b	i		III6(2)	III		6	2				M	1	1	1, -2, -1		-3	1
7	7	20	1.0	1/2	1/2	6/8	1	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
8	8	21	0.5	0	0	6/8	1	1	III.ii7	b	III		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
8	8	43/2	0.5	1/8	1/8	6/8	1	1	V	b	III		V	V							M	1	0	1, 5, 2		1	1
8	8	22	0.5	1/4	1/4	6/8	1	1	V65	b	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
8	8	45/2	0.5	3/8	3/8	6/8	1	1	I	b	III		I	I							M	1	0	0, 4, 1		0	0
8	8	23	0.5	1/2	1/2	6/8	1	1	VII.V43	b	VII		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
8	8	47/2	0.5	5/8	5/8	6/8	1	1	I	b	VII		I	I							M	1	0	0, 4, 1		0	0
9	9	24	1.0	0	0	6/8	1	1	V\\	b	VII		V	V						\\	M	1	0	1, 5, 2		1	1
9	9	25	0.5	1/4	1/4	6/8	1	1	iii6	b	VII		iii6	iii		6					m	1	0	1, 5, 4		4	1
9	9	51/2	0.5	3/8	3/8	6/8	1	1	vi7	b	VII		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
9	9	26	0.5	1/2	1/2	6/8	1	1	V65	b	VII		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
9	9	53/2	0.5	5/8	5/8	6/8	1	1	V7	b	VII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
10	10	27	1.0	0	0	6/8	1	1	I	b	VII		I	I							M	1	0	0, 4, 1		0	0
10	10	28	0.5	1/4	1/4	6/8	1	1	vi6	b	VII		vi6	vi		6					m	1	0	0, 4, 3		3	0
10	10	57/2	0.5	3/8	3/8	6/8	1	1	ii7	b	VII		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
10	10	29	1.0	1/2	1/2	6/8	1	1	V65/IV	b	VII		V65/IV	V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
11	11	30	1.0	0	0	6/8	1	1	IV	b	VII		IV	IV							M	1	0	-1, 3, 0		-1	-1
11	11	31	0.5	1/4	1/4	6/8	1	1	V43	b	VII		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
11	11	63/2	0.5	3/8	3/8	6/8	1	1	I	b	VII		I	I							M	1	0	0, 4, 1		0	0
11	11	32	0.5	1/2	1/2	6/8	1	1	V	b	VII		V	V							M	1	0	1, 5, 2		1	1
11	11	65/2	0.5	5/8	5/8	6/8	1	1	V7	b	VII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
12	12	33	1.5	0	0	6/8	1	1	I\\	b	VII		I	I						\\	M	1	0	0, 4, 1		0	0
12	12	69/2	0.5	3/8	3/8	6/8	1	1	V(4)	b	VII		V(4)	V			4				M	1	0	1, 0, 2		1	1
12	12	35	1.0	1/2	1/2	6/8	1	1	V	b	VII		V	V							M	1	0	1, 5, 2		1	1
13	13	36	0.5	0	0	6/8	1	1	ii(4)	b	VII		ii(4)	ii			4				m	1	0	2, 1, 3		2	2
13	13	73/2	0.5	1/8	1/8	6/8	1	1	ii64	b	VII		ii64	ii		64					m	1	0	3, 2, -1		2	3
13	13	37	0.5	1/4	1/4	6/8	1	1	ii	b	VII		ii	ii							m	1	0	2, -1, 3		2	2
13	13	75/2	0.5	3/8	3/8	6/8	1	1	v.V2	b	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
13	13	38	1.0	1/2	1/2	6/8	1	1	i6	b	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	39	0.5	0	0	6/8	1	1	VIM7	b	v		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
14	14	79/2	0.5	1/8	1/8	6/8	1	1	ii%43	b	v		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
14	14	40	0.5	1/4	1/4	6/8	1	1	V7	b	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	81/2	0.5	3/8	3/8	6/8	1	1	i64	b	v		i64	i		64					m	1	1	1, 0, -3		0	1
14	14	41	0.5	1/2	1/2	6/8	1	1	iv7	b	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
14	14	83/2	0.5	5/8	5/8	6/8	1	1	V2	b	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
15	15	42	0.5	0	0	6/8	1	1	i6	b	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	15	85/2	0.5	1/8	1/8	6/8	1	1	IV2	b	v		IV2	IV		2					Mm7	1	1	-3, -1, 3, 0		-1	-3
15	15	43	0.5	1/4	1/4	6/8	1	1	V43	b	v		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
15	15	87/2	0.5	3/8	3/8	6/8	1	1	i	b	v		i	i							m	1	1	0, -3, 1		0	0
15	15	44	0.5	1/2	1/2	6/8	1	1	V	b	v		V	V							M	1	1	1, 5, 2		1	1
15	15	89/2	0.5	5/8	5/8	6/8	1	1	V7	b	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
