mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
2	1	0	0	6/8	1	1	e.i	e	i		i	i							m	1	1	0, -3, 1		0	0
4	3	0	0	6/8	1	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
4	3	1/2	1/2	6/8	1	1	V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
5	4	0	0	6/8	1	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	4	1/2	1/2	6/8	1	1	i7	e	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
6	5	0	0	6/8	1	1	IV	e	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
6	5	1/4	1/4	6/8	1	1	V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
6	5	1/2	1/2	6/8	1	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
7	6	0	0	6/8	1	1	V\\	e	i		V	V						\\	M	1	1	1, 5, 2		1	1
8	7	0	0	6/8	1	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
9	8	0	0	6/8	1	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
10	9	0	0	6/8	1	1	III.V	e	III		V	V							M	1	0	1, 5, 2		1	1
10	9	1/4	1/4	6/8	1	1	V65	e	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
10	9	1/2	1/2	6/8	1	1	V7	e	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
11	10	0	0	6/8	1	1	I	e	III		I	I							M	1	0	0, 4, 1		0	0
12	11	0	0	6/8	1	1	I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
13	12	0	0	6/8	1	1	IV65	e	III		IV65	IV		65					Mm7	1	0	3, 0, -3, -1		-1	3
