mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1	g.i	g	i		i	i							m	1	1	0, -3, 1		0	0
2	2	1/4	1/4	3/4	1	1	ii%43	g	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
2	2	1/2	1/2	3/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
3	3	0	0	3/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/4	1/4	3/4	1	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
3	3	1/2	1/2	3/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	0	0	3/4	1	1	ii%7	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
4	4	1/4	1/4	3/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
4	4	1/2	1/2	3/4	1	1	i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
5	5	0	0	3/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
6	6	0	0	3/4	1	1	ii%43	g	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
6	6	1/4	1/4	3/4	1	1	i64	g	i		i64	i		64					m	1	1	1, 0, -3		0	1
6	6	1/2	1/2	3/4	1	1	V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
7	7	0	0	3/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
7	7	1/4	1/4	3/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
7	7	1/2	1/2	3/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
8	8	0	0	3/4	1	1	V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
9	9	0	0	3/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
10	10	0	0	3/4	1	1	iv.V	g	iv		V	V							M	1	1	1, 5, 2		1	1
10	10	1/4	1/4	3/4	1	1	i6	g	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	10	1/2	1/2	3/4	1	1	i	g	iv		i	i							m	1	1	0, -3, 1		0	0
11	11	0	0	3/4	1	1	ii%43	g	iv		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
11	11	1/4	1/4	3/4	1	1	ii%65	g	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
11	11	1/2	1/2	3/4	1	1	V7	g	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	12	0	0	3/4	1	1	i\\	g	iv		i	i						\\	m	1	1	0, -3, 1		0	0
13	13	0	0	3/4	1	1	III.I	g	III		I	I							M	1	0	0, 4, 1		0	0
